0,0
1,1438269988
2,1438270017
3,1438270048
4,1438270077
5,1438270083
6,1438270107
7,1438270110
8,1438270112
9,1438270115
10,1438270128
11,1438270136
12,1438270144
13,1438270158
14,1438270161
15,1438270168
16,1438270174
17,1438270178
18,1438270180
19,1438270187
20,1438270189
21,1438270193
22,1438270204
23,1438270208
24,1438270213
25,1438270214
26,1438270216
27,1438270223
28,1438270228
29,1438270239
30,1438270241
31,1438270242
32,1438270244
33,1438270245
34,1438270252
35,1438270255
36,1438270265
37,1438270267
38,1438270269
39,1438270272
40,1438270273
41,1438270274
42,1438270277
43,1438270279
44,1438270285
45,1438270288
46,1438270290
47,1438270291
48,1438270292
49,1438270294
50,1438270295
51,1438270298
52,1438270300
53,1438270312
54,1438270316
55,1438270320
56,1438270322
57,1438270325
58,1438270326
59,1438270327
60,1438270328
61,1438270331
62,1438270333
63,1438270340
64,1438270345
65,1438270354
66,1438270361
67,1438270366
68,1438270369
69,1438270373
70,1438270374
71,1438270377
72,1438270378
73,1438270382
74,1438270383
75,1438270384
76,1438270385
77,1438270387
78,1438270389
79,1438270391
80,1438270395
81,1438270398
82,1438270400
83,1438270407
84,1438270408
85,1438270412
86,1438270413
87,1438270415
88,1438270417
89,1438270418
90,1438270422
91,1438270425
92,1438270427
93,1438270430
94,1438270431
95,1438270433
96,1438270435
97,1438270438
98,1438270439
99,1438270441
100,1438270443
101,1438270445
102,1438270447
103,1438270451
104,1438270452
105,1438270453
106,1438270454
107,1438270455
108,1438270456
109,1438270459
110,1438270464
111,1438270468
112,1438270469
113,1438270471
114,1438270472
115,1438270474
116,1438270476
117,1438270480
118,1438270481
119,1438270482
120,1438270484
121,1438270486
122,1438270491
123,1438270492
124,1438270493
125,1438270497
126,1438270500
127,1438270501
128,1438270503
129,1438270504
130,1438270505
131,1438270507
132,1438270510
133,1438270511
134,1438270519
135,1438270520
136,1438270522
137,1438270523
138,1438270525
139,1438270529
140,1438270530
141,1438270532
142,1438270533
143,1438270534
144,1438270535
145,1438270539
146,1438270540
147,1438270546
148,1438270547
149,1438270549
150,1438270551
151,1438270552
152,1438270553
153,1438270555
154,1438270556
155,1438270557
156,1438270558
157,1438270560
158,1438270561
159,1438270562
160,1438270563
161,1438270564
162,1438270565
163,1438270570
164,1438270571
165,1438270572
166,1438270574
167,1438270575
168,1438270576
169,1438270578
170,1438270580
171,1438270581
172,1438270582
173,1438270585
174,1438270587
175,1438270588
176,1438270590
177,1438270594
178,1438270596
179,1438270598
180,1438270601
181,1438270602
182,1438270604
183,1438270608
184,1438270610
185,1438270611
186,1438270612
187,1438270614
188,1438270616
189,1438270617
190,1438270624
191,1438270627
192,1438270628
193,1438270630
194,1438270633
195,1438270634
196,1438270635
197,1438270638
198,1438270640
199,1438270642
200,1438270646
201,1438270647
202,1438270648
203,1438270649
204,1438270650
205,1438270651
206,1438270652
207,1438270654
208,1438270657
209,1438270664
210,1438270668
211,1438270671
212,1438270672
213,1438270674
214,1438270675
215,1438270676
216,1438270678
217,1438270680
218,1438270682
219,1438270683
220,1438270684
221,1438270685
222,1438270689
223,1438270692
224,1438270693
225,1438270695
226,1438270697
227,1438270698
228,1438270701
229,1438270702
230,1438270704
231,1438270706
232,1438270707
233,1438270708
234,1438270711
235,1438270713
236,1438270715
237,1438270719
238,1438270722
239,1438270723
240,1438270725
241,1438270728
242,1438270729
243,1438270731
244,1438270734
245,1438270737
246,1438270738
247,1438270739
248,1438270740
249,1438270741
250,1438270742
251,1438270744
252,1438270745
253,1438270746
254,1438270748
255,1438270751
256,1438270752
257,1438270753
258,1438270754
259,1438270755
260,1438270756
261,1438270758
262,1438270759
263,1438270762
264,1438270764
265,1438270766
266,1438270770
267,1438270771
268,1438270773
269,1438270775
270,1438270776
271,1438270779
272,1438270780
273,1438270783
274,1438270785
275,1438270789
276,1438270791
277,1438270793
278,1438270794
279,1438270796
280,1438270797
281,1438270799
282,1438270804
283,1438270805
284,1438270806
285,1438270808
286,1438270811
287,1438270813
288,1438270814
289,1438270815
290,1438270818
291,1438270820
292,1438270824
293,1438270825
294,1438270826
295,1438270832
296,1438270834
297,1438270839
298,1438270846
299,1438270847
300,1438270848
301,1438270849
302,1438270851
303,1438270854
304,1438270857
305,1438270858
306,1438270862
307,1438270864
308,1438270866
309,1438270867
310,1438270869
311,1438270870
312,1438270872
313,1438270875
314,1438270877
315,1438270880
316,1438270881
317,1438270882
318,1438270883
319,1438270885
320,1438270890
321,1438270892
322,1438270895
323,1438270896
324,1438270898
325,1438270900
326,1438270901
327,1438270903
328,1438270904
329,1438270905
330,1438270906
331,1438270907
332,1438270908
333,1438270909
334,1438270911
335,1438270913
336,1438270915
